ReactionID	ReactionType	CatalystCoreDetail	CatalystCoreGeneric	Ligand	ReagentRaw	ReagentRole	Base	Solvent	Temperature_C	Time_h	Yield_%	ReactantSMILES	ProductSMILES	Reference	CondKey	CondSig	FamSig	RawCAS	RCTName	PROName	RGTName	CATName	SOLName	BASName
31-614-CAS-36846920	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""BINAP""]"	[]	[]	[]	"[""123-91-1"", ""1"", ""4-Dioxane""]"	110.0	16.0	68	CCOC(=O)C1CCNCC1 . Brc1ccccc1OCc1ccccc1	CCOC(=O)C1CCN(c2ccccc2OCc2ccccc2)CC1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/BINAP/none/1+123-91-1+4-Dioxane			RCT: 498-94-2 + 3087454-78-9 | PRO: 2247604-79-9 | CAT: 51364-51-3 + 98327-87-8 | SOL: 123-91-1	"[""498-94-2"", ""3087454-78-9""]"	"[""2247604-79-9""]"	[]	"[""51364-51-3"", ""98327-87-8""]"	"[""123-91-1""]"	[]
31-614-CAS-36905747	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""X-Phos""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	120.0	24.0	81	Cc1cc(C)cc(Nc2cc(C)cc(C)c2)c1 . Brc1cccc2c(Br)cccc12	Cc1cc(C)cc(N(c2cc(C)cc(C)c2)c2cccc3c(N(c4cc(C)cc(C)c4)c4cc(C)cc(C)c4)cccc23)c1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/X-Phos/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 6876-69-3 + 141339-54-0 | PRO: 2744196-51-6 | RGT: 865-48-5 | CAT: 3375-31-3 + 564483-18-7 | SOL: 108-88-3	"[""6876-69-3"", ""141339-54-0""]"	"[""2744196-51-6""]"	"[""865-48-5""]"	"[""3375-31-3"", ""564483-18-7""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-36967124	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""BINAP""]"	"[""534-17-8"", ""Cesium carbonate""]"	"[""BASE""]"	"[""Cesium carbonate""]"	"[""108-88-3"", ""Toluene""]"	120.0	3.0	88	CC(C)(C)OC(=O)N1CC2(CCNCC2)C1 . N#Cc1ccc(COc2cccc(Br)n2)c(F)c1	CC(C)(C)OC(=O)N1CC2(CCN(c3cccc(OCc4ccc(C#N)cc4F)n3)CC2)C1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/BINAP/534-17-8+Cesium carbonate/108-88-3+Toluene			RCT: 92-84-2 + 888214-21-9 | PRO: 3058377-60-6 | RGT: 534-17-8 | CAT: 51364-51-3 + 98327-87-8 | SOL: 108-88-3	"[""92-84-2"", ""888214-21-9""]"	"[""3058377-60-6""]"	"[""534-17-8""]"	"[""51364-51-3"", ""98327-87-8""]"	"[""108-88-3""]"	"[""Cesium carbonate""]"
31-614-CAS-36973609	Buchwald	"[""Bis(dibenzylideneacetone)palladium""]"	"[""Pd""]"	"[""Tri-tert-butylphosphine""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	80.0	8.0	73	CC(C)(C)c1ccc(Br)cc1 . CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1	CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/Tri-tert-butylphosphine/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 124-40-3 + 50638-49-8 | PRO: 27751-12-8 | RGT: 865-48-5 | CAT: 13716-12-6 + 32005-36-0 | SOL: 108-88-3	"[""124-40-3"", ""50638-49-8""]"	"[""27751-12-8""]"	"[""865-48-5""]"	"[""13716-12-6"", ""32005-36-0""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37054642	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	130.0	12.0	73	c1ccc2c(c1)Nc1ccccc1-c1ccccc1-2 . CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(Br)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13	CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(N2c4ccccc4-c4ccccc4-c4ccccc42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 3033249-59-8 + 100-61-8 | PRO: 3033249-60-1 | RGT: 865-48-5 | CAT: 51364-51-3 + 657408-07-6 | SOL: 108-88-3	"[""3033249-59-8"", ""100-61-8""]"	"[""3033249-60-1""]"	"[""865-48-5""]"	"[""51364-51-3"", ""657408-07-6""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37083301	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""Tri-tert-butylphosphine""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	100.0	48.0	70	c1ccc(Nc2ccccc2)cc1 . Brc1ccc2c3c(c4ccc(Br)cc4c2c1)-c1ccccc1Oc1ccccc1-3	c1ccc(N(c2ccccc2)c2ccc3c4c(c5ccc(N(c6ccccc6)c6ccccc6)cc5c3c2)-c2ccccc2Oc2ccccc2-4)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/Tri-tert-butylphosphine/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 2170176-18-6 + 3054804-93-9 | PRO: 3040156-66-6 | RGT: 865-48-5 | CAT: 3375-31-3 + 13716-12-6 | SOL: 108-88-3	"[""2170176-18-6"", ""3054804-93-9""]"	"[""3040156-66-6""]"	"[""865-48-5""]"	"[""3375-31-3"", ""13716-12-6""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37159090	Buchwald	"[""1′-biphenyl]-2-yl]dicyclohexylphosphine-κP](methanesulfonato-κO)palladium""]"	"[""Pd""]"	"[""[2′-(Amino-κN)[1"", ""1′-biphenyl]-2-yl-κC][[2′"", ""6′-bis(1-methylethoxy)[1""]"	"[""865-48-5"", ""7647-14-5"", ""Sodium tert-butoxide"", ""Sodium chloride""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""109-99-9"", ""7732-18-5"", ""Tetrahydrofuran"", ""Water""]"	55.0	3.0	52	C1CN(C2COC2)CCN1 . Clc1cc2cnc(Nc3cnn(C4CC4)c3Cl)nc2cc1Br	Clc1cc2cnc(Nc3cnn(C4CC4)c3Cl)nc2cc1N1CCN(C2COC2)CC1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/1′-biphenyl]-2-yl-κC][[2′+6′-bis(1-methylethoxy)[1+[2′-(Amino-κN)[1/7647-14-5+865-48-5+Sodium chloride+Sodium tert-butoxide/109-99-9+7732-18-5+Tetrahydrofuran+Water			RCT: 1126-09-6 + 2039-82-9 | PRO: 3035396-39-2 | RGT: 865-48-5 + 7647-14-5 | CAT: 1445085-77-7 | SOL: 109-99-9 + 7732-18-5	"[""1126-09-6"", ""2039-82-9""]"	"[""3035396-39-2""]"	"[""865-48-5"", ""7647-14-5""]"	"[""1445085-77-7""]"	"[""109-99-9"", ""7732-18-5""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37167472	Buchwald	"[""3-η)-1-phenyl-2-propen-1-yl]palladium""]"	"[""Pd""]"	"[""Stereoisomer of [(4S"", ""5S)-1"", ""3-bis[2"", ""6-bis(1-methylethyl)phenyl]-4"", ""5-diphenyl-2-imidazolidinylidene]chloro[(1"", ""2""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""110-71-4"", ""1"", ""2-Dimethoxyethane""]"	25.0	16.0	98	c1cc2c(cc1CN1CCNCC1)OCO2 . C=C[C@@H]1CN(Cc2ccccc2)c2nc(Cl)ncc2CO1	C=C[C@@H]1CN(Cc2ccccc2)c2nc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)ncc2CO1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/2+3-bis[2+5-diphenyl-2-imidazolidinylidene]chloro[(1+5S)-1+6-bis(1-methylethyl)phenyl]-4+Stereoisomer of [(4S/865-48-5+Sodium tert-butoxide/1+110-71-4+2-Dimethoxyethane			RCT: 2848653-04-1 | PRO: 2851430-25-4 | RGT: 865-48-5 | CAT: 2585661-86-3 | SOL: 110-71-4	"[""2848653-04-1""]"	"[""2851430-25-4""]"	"[""865-48-5""]"	"[""2585661-86-3""]"	"[""110-71-4""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37199978	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium"", ""Bis(tri-tert-butylphosphine)palladium""]"	"[""Pd""]"	"[""none""]"	"[""534-17-8"", ""Cesium carbonate""]"	"[""BASE""]"	"[""Cesium carbonate""]"	"[""75-09-2"", ""Dichloromethane""]"	110.0	20.0	60	Brc1ccccc1 . C[C@@H](NC(=O)C1CNc2ccccc2O1)c1cccc2ccccc12	C[C@@H](NC(=O)C1CN(c2ccccc2)c2ccccc2O1)c1cccc2ccccc12	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/none/534-17-8+Cesium carbonate/75-09-2+Dichloromethane			RCT: 620-93-9 + 957065-96-2 | PRO: 2766387-43-1 | RGT: 534-17-8 | CAT: 51364-51-3 + 53199-31-8 | SOL: 75-09-2	"[""620-93-9"", ""957065-96-2""]"	"[""2766387-43-1""]"	"[""534-17-8""]"	"[""51364-51-3"", ""53199-31-8""]"	"[""75-09-2""]"	"[""Cesium carbonate""]"
31-614-CAS-37214097	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""1"", ""1′-(9"", ""5-diyl)bis[1"", ""1-diphenylphosphine]""]"	"[""534-17-8"", ""Cesium carbonate""]"	"[""BASE""]"	"[""Cesium carbonate""]"	"[""108-88-3"", ""Toluene""]"		22.0	62	CSc1nc2c(c(N3CCN(C(=O)OC(C)(C)C)[C@@H](CC#N)C3)n1)CCNC2 . Fc1ccc2cccc(Br)c2c1Cl	CSc1nc2c(c(N3CCN(C(=O)OC(C)(C)C)[C@@H](CC#N)C3)n1)CCN(c1cccc3ccc(F)c(Cl)c13)C2	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/1+1-diphenylphosphine]+1′-(9+5-diyl)bis[1/534-17-8+Cesium carbonate/108-88-3+Toluene			RCT: 100-63-0 + 2005527-73-9 | PRO: 3025966-88-2 | RGT: 534-17-8 | CAT: 51364-51-3 + 161265-03-8 | SOL: 108-88-3	"[""100-63-0"", ""2005527-73-9""]"	"[""3025966-88-2""]"	"[""534-17-8""]"	"[""51364-51-3"", ""161265-03-8""]"	"[""108-88-3""]"	"[""Cesium carbonate""]"
31-614-CAS-37287062	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"		24.0	95	COc1ccc(Br)cc1 . c1ccc2c(c1)Nc1ccccc1O2	COc1ccc(N2c3ccccc3Oc3ccccc32)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 626-39-1 + 4627-22-9 | PRO: 165820-83-7 | RGT: 865-48-5 | CAT: 51364-51-3 + 131274-22-1 | SOL: 108-88-3	"[""626-39-1"", ""4627-22-9""]"	"[""165820-83-7""]"	"[""865-48-5""]"	"[""51364-51-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37287064	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"		24.0	85	c1ccc2c(c1)Nc1ccccc1O2 . COC(=O)c1ccc(Br)cc1	COC(=O)c1ccc(N2c3ccccc3Oc3ccccc32)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 108-86-1 + 1745-07-9 | PRO: 1132765-72-0 | RGT: 865-48-5 | CAT: 51364-51-3 + 131274-22-1 | SOL: 108-88-3	"[""108-86-1"", ""1745-07-9""]"	"[""1132765-72-0""]"	"[""865-48-5""]"	"[""51364-51-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37287073	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"		24.0	90	c1ccc2c(c1)Nc1ccccc1O2 . CC(C)(C)c1ccc(Br)cc1	CC(C)(C)c1ccc(N2c3ccccc3Oc3ccccc32)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 2848653-01-8 | PRO: 2851430-22-1 | RGT: 865-48-5 | CAT: 51364-51-3 + 131274-22-1 | SOL: 108-88-3	"[""2848653-01-8""]"	"[""2851430-22-1""]"	"[""865-48-5""]"	"[""51364-51-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37287949	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"	110.0	24.0	83	Clc1cc2cccccc-2c1 . CC(C)(C)c1ccc2[nH]c3ccc(C(C)(C)C)cc3c2c1	CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc2cccccc-2c1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/865-48-5+Sodium tert-butoxide/108-88-3+Toluene			RCT: 612-62-4 + 103-49-1 | PRO: 51336-04-0 | RGT: 865-48-5 | CAT: 51364-51-3 + 657408-07-6 | SOL: 108-88-3	"[""612-62-4"", ""103-49-1""]"	"[""51336-04-0""]"	"[""865-48-5""]"	"[""51364-51-3"", ""657408-07-6""]"	"[""108-88-3""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37335588	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""BINAP""]"	"[""865-47-4"", ""Potassium tert-butoxide""]"	"[""BASE""]"	"[""Potassium tert-butoxide""]"	"[""123-91-1"", ""1"", ""4-Dioxane""]"	170.0	0.25	67	C1CCNC1 . N#Cc1nc(CCCc2ccccc2)oc1Br	N#Cc1nc(CCCc2ccccc2)oc1N1CCCC1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/BINAP/865-47-4+Potassium tert-butoxide/1+123-91-1+4-Dioxane			RCT: 836-58-8 + 2755369-54-9 | PRO: 2755369-39-0 | RGT: 865-47-4 | CAT: 3375-31-3 + 98327-87-8 | SOL: 123-91-1	"[""836-58-8"", ""2755369-54-9""]"	"[""2755369-39-0""]"	"[""865-47-4""]"	"[""3375-31-3"", ""98327-87-8""]"	"[""123-91-1""]"	"[""Potassium tert-butoxide""]"
31-614-CAS-37345821	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-47-4"", ""Potassium tert-butoxide""]"	"[""BASE""]"	"[""Potassium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"		3.0	80	c1ccc(Nc2ccccc2)cc1 . Brc1ccc2cc(Br)cc-2cc1	c1ccc(N(c2ccccc2)c2ccc3cc(N(c4ccccc4)c4ccccc4)cc-3cc2)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-47-4+Potassium tert-butoxide/108-88-3+Toluene			RCT: 103-84-4 + 89554-82-5 | PRO: 2736495-89-7 | RGT: 865-47-4 | CAT: 3375-31-3 + 131274-22-1 | SOL: 108-88-3	"[""103-84-4"", ""89554-82-5""]"	"[""2736495-89-7""]"	"[""865-47-4""]"	"[""3375-31-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Potassium tert-butoxide""]"
31-614-CAS-37345824	Buchwald	"[""Palladium diacetate""]"	"[""Pd""]"	"[""Tri-tert-butylphosphonium tetrafluoroborate""]"	"[""865-47-4"", ""Potassium tert-butoxide""]"	"[""BASE""]"	"[""Potassium tert-butoxide""]"	"[""108-88-3"", ""Toluene""]"		3.0	82	COc1ccc(Nc2ccc(OC)cc2)cc1 . Brc1ccc2cc(Br)cc-2cc1	COc1ccc(N(c2ccc(OC)cc2)c2ccc3cc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc-3cc2)cc1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/Tri-tert-butylphosphonium tetrafluoroborate/865-47-4+Potassium tert-butoxide/108-88-3+Toluene			RCT: 10075-50-0 + 128796-39-4 + 624-28-2 + 73852-19-4 | PRO: 2738883-67-3 | RGT: 865-47-4 | CAT: 3375-31-3 + 131274-22-1 | SOL: 108-88-3	"[""10075-50-0"", ""128796-39-4"", ""624-28-2"", ""73852-19-4""]"	"[""2738883-67-3""]"	"[""865-47-4""]"	"[""3375-31-3"", ""131274-22-1""]"	"[""108-88-3""]"	"[""Potassium tert-butoxide""]"
31-614-CAS-37363422	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""7647-14-5"", ""Sodium tert-butoxide"", ""Sodium chloride""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""7732-18-5"", ""Toluene"", ""Water""]"	110.0	24.0	81	CCNCC . COc1cccc(C=Cc2nc3ccc(Cl)cc3c(=O)n2-c2cccc(C(C)(C)C)c2)n1	CCN(CC)c1ccc2nc(C=Cc3cccc(OC)n3)n(-c3cccc(C(C)(C)C)c3)c(=O)c2c1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/7647-14-5+865-48-5+Sodium chloride+Sodium tert-butoxide/108-88-3+7732-18-5+Toluene+Water			RCT: 101-70-2 + 2802435-68-1 | PRO: 2802435-69-2 | RGT: 865-48-5 + 7647-14-5 | CAT: 51364-51-3 + 657408-07-6 | SOL: 108-88-3 + 7732-18-5	"[""101-70-2"", ""2802435-68-1""]"	"[""2802435-69-2""]"	"[""865-48-5"", ""7647-14-5""]"	"[""51364-51-3"", ""657408-07-6""]"	"[""108-88-3"", ""7732-18-5""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37375289	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""7732-18-5"", ""Toluene"", ""Water""]"	100.0		88	O=[N+]([O-])c1ccc(I)cc1 . CC(C)(C)OC(=O)N1CCC2(CCNC2)C1	CC(C)(C)OC(=O)N1CCC2(CCN(c3ccc([N+](=O)[O-])cc3)C2)C1	Angewandte Chemie, International Edition (2021), 60(5), 2455-2463. | Liu, Xinrui; et al | Angewandte Chemie, International Edition (2021), 60(5), 2455-2463.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/865-48-5+Sodium tert-butoxide/108-88-3+7732-18-5+Toluene+Water			RCT: 431058-52-5 + 3036652-22-6 | PRO: 3036652-23-7 | RGT: 865-48-5 | CAT: 51364-51-3 + 657408-07-6 | SOL: 108-88-3 + 7732-18-5	"[""431058-52-5"", ""3036652-22-6""]"	"[""3036652-23-7""]"	"[""865-48-5""]"	"[""51364-51-3"", ""657408-07-6""]"	"[""108-88-3"", ""7732-18-5""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37375290	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""7732-18-5"", ""Toluene"", ""Water""]"	100.0		82	Ic1ccccc1 . CC(C)(C)OC(=O)N1CCC2(CCNC2)C1	CC(C)(C)OC(=O)N1CCC2(CCN(c3ccccc3)C2)C1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/865-48-5+Sodium tert-butoxide/108-88-3+7732-18-5+Toluene+Water			RCT: 2362-12-1 + 56296-78-7 | PRO: 3035563-34-6 | RGT: 865-48-5 | CAT: 51364-51-3 + 657408-07-6 | SOL: 108-88-3 + 7732-18-5	"[""2362-12-1"", ""56296-78-7""]"	"[""3035563-34-6""]"	"[""865-48-5""]"	"[""51364-51-3"", ""657408-07-6""]"	"[""108-88-3"", ""7732-18-5""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37375291	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""7732-18-5"", ""Toluene"", ""Water""]"	100.0		76	CC(=O)c1ccc(I)cc1 . CC(C)(C)OC(=O)N1CCC2(CCNC2)C1	CC(=O)c1ccc(N2CCC3(CCN(C(=O)OC(C)(C)C)C3)C2)cc1	Organic Letters (2022), 24(20), 3736-3740. | Scattolin, Thomas; et al | Organic Letters (2022), 24(20), 3736-3740.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/865-48-5+Sodium tert-butoxide/108-88-3+7732-18-5+Toluene+Water			RCT: 66003-76-7 + 2744197-04-2 | PRO: 2744196-18-5 | RGT: 865-48-5 | CAT: 51364-51-3 + 657408-07-6 | SOL: 108-88-3 + 7732-18-5	"[""66003-76-7"", ""2744197-04-2""]"	"[""2744196-18-5""]"	"[""865-48-5""]"	"[""51364-51-3"", ""657408-07-6""]"	"[""108-88-3"", ""7732-18-5""]"	"[""Sodium tert-butoxide""]"
31-614-CAS-37375292	Buchwald	"[""Tris(dibenzylideneacetone)dipalladium""]"	"[""Pd""]"	"[""2-Dicyclohexylphosphino-2′"", ""6′-dimethoxybiphenyl""]"	"[""865-48-5"", ""Sodium tert-butoxide""]"	"[""BASE""]"	"[""Sodium tert-butoxide""]"	"[""108-88-3"", ""7732-18-5"", ""Toluene"", ""Water""]"	100.0		51	COc1ccc(I)cc1 . CC(C)(C)OC(=O)N1CCC2(CCNC2)C1	COc1ccc(N2CCC3(CCN(C(=O)OC(C)(C)C)C3)C2)cc1	Journal of the American Chemical Society (2024), 146(48), 33035-33047. | Raguram, Elaine Reichert; et al | Journal of the American Chemical Society (2024), 146(48), 33035-33047.	Pd/2-Dicyclohexylphosphino-2′+6′-dimethoxybiphenyl/865-48-5+Sodium tert-butoxide/108-88-3+7732-18-5+Toluene+Water			RCT: 401-78-5 + 3032648-61-3 | PRO: 3032648-55-5 | RGT: 865-48-5 | CAT: 51364-51-3 + 657408-07-6 | SOL: 108-88-3 + 7732-18-5	"[""401-78-5"", ""3032648-61-3""]"	"[""3032648-55-5""]"	"[""865-48-5""]"	"[""51364-51-3"", ""657408-07-6""]"	"[""108-88-3"", ""7732-18-5""]"	"[""Sodium tert-butoxide""]"
