ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-40801505,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""2-Benzenediamine"", ""N1"", ""N2-bis(2-phenyl-1-naphthalenyl)-""]","[""Sodium trimethylsilanolate""]","[""BASE""]","[""Dimethyl sulfoxide""]",24.0,16.0,74,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+2-Benzenediamine+N1+N2-bis(2-phenyl-1-naphthalenyl)-/Sodium trimethylsilanolate/Dimethyl sulfoxide,124fce0d,124fce0d,RCT: 97329-43-6 + 132995-76-7 | PRO: 3047760-76-6 | RGT: 18027-10-6 | CAT: 7681-65-4 + 3035177-77-3 | SOL: 67-68-5,"[""97329-43-6"", ""132995-76-7""]","[""3047760-76-6""]","[""Unresolved CAS 18027-10-6""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 3035177-77-3""]","[""DMSO""]"
31-614-CAS-40801514,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""2-Benzenediamine"", ""N1"", ""N2-bis(2-phenyl-1-naphthalenyl)-""]","[""Sodium trimethylsilanolate""]","[""BASE""]","[""Dimethyl sulfoxide""]",24.0,16.0,99,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+2-Benzenediamine+N1+N2-bis(2-phenyl-1-naphthalenyl)-/Sodium trimethylsilanolate/Dimethyl sulfoxide,124fce0d,124fce0d,RCT: 103-76-4 + 104-92-7 | PRO: 40004-67-9 | RGT: 18027-10-6 | CAT: 7681-65-4 + 3035177-77-3 | SOL: 67-68-5,"[""103-76-4"", ""104-92-7""]","[""40004-67-9""]","[""Unresolved CAS 18027-10-6""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 3035177-77-3""]","[""DMSO""]"
31-614-CAS-40801517,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1"", ""2-Benzenediamine"", ""N1"", ""N2-bis(2-phenyl-1-naphthalenyl)-""]","[""Sodium trimethylsilanolate""]","[""BASE""]","[""Dimethyl sulfoxide""]",24.0,16.0,99,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1+2-Benzenediamine+N1+N2-bis(2-phenyl-1-naphthalenyl)-/Sodium trimethylsilanolate/Dimethyl sulfoxide,124fce0d,124fce0d,RCT: 90-14-2 + 120-72-9 | PRO: 167283-34-3 | RGT: 18027-10-6 | CAT: 7681-65-4 + 3035177-77-3 | SOL: 67-68-5,"[""90-14-2"", ""120-72-9""]","[""167283-34-3""]","[""Unresolved CAS 18027-10-6""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 3035177-77-3""]","[""DMSO""]"
31-614-CAS-40820757,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""Imidazo[1"", ""5-a][1"", ""10]phenanthrolinium"", ""10-[2"", ""6-bis(1-methylethyl)phenyl]-"", ""chloride (1:1)""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",80.0,3.0,98,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/10-[2+10]phenanthrolinium+5-a][1+6-bis(1-methylethyl)phenyl]-+Imidazo[1+chloride (1:1)/Cesium carbonate/Dimethylformamide,396cd4cf,396cd4cf,RCT: 110-91-8 + 626-60-8 | PRO: 92670-29-6 | RGT: 534-17-8 | CAT: 7681-65-4 + 2411936-07-5 | SOL: 68-12-2,"[""110-91-8"", ""626-60-8""]","[""92670-29-6""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2411936-07-5""]","[""DMF""]"
31-614-CAS-40820774,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""Imidazo[1"", ""5-a][1"", ""10]phenanthrolinium"", ""10-[2"", ""6-bis(1-methylethyl)phenyl]-"", ""chloride (1:1)""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",80.0,3.0,98,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/10-[2+10]phenanthrolinium+5-a][1+6-bis(1-methylethyl)phenyl]-+Imidazo[1+chloride (1:1)/Cesium carbonate/Dimethylformamide,396cd4cf,396cd4cf,RCT: 288-32-4 + 10386-27-3 | PRO: 158020-84-9 | RGT: 534-17-8 | CAT: 7681-65-4 + 2411936-07-5 | SOL: 68-12-2,"[""Unresolved CAS 288-32-4"", ""10386-27-3""]","[""158020-84-9""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2411936-07-5""]","[""DMF""]"
31-614-CAS-40820781,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""Imidazo[1"", ""5-a][1"", ""10]phenanthrolinium"", ""10-[2"", ""6-bis(1-methylethyl)phenyl]-"", ""chloride (1:1)""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",80.0,3.0,98,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/10-[2+10]phenanthrolinium+5-a][1+6-bis(1-methylethyl)phenyl]-+Imidazo[1+chloride (1:1)/Cesium carbonate/Dimethylformamide,396cd4cf,396cd4cf,RCT: 5097-86-9 + 3016307-33-5 | PRO: 3030893-21-8 | RGT: 534-17-8 | CAT: 7681-65-4 + 2411936-07-5 | SOL: 68-12-2,"[""5097-86-9"", ""3016307-33-5""]","[""3030893-21-8""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 2411936-07-5""]","[""DMF""]"
31-614-CAS-40870494,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,19.0,83,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 420-04-2 + 303991-67-5 | PRO: 1469800-39-2 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""420-04-2"", ""303991-67-5""]","[""1469800-39-2""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870496,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,83,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 104-92-7 + 110-89-4 | PRO: 5097-25-6 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""104-92-7"", ""110-89-4""]","[""5097-25-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870499,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,81,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 100-63-0 + 587-04-2 | PRO: 1003763-27-6 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""100-63-0"", ""587-04-2""]","[""1003763-27-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870504,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,81,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 624-38-4 + 870-46-2 | PRO: 1197055-00-7 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""624-38-4"", ""870-46-2""]","[""1197055-00-7""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870505,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 637-87-6 + 870-46-2 | PRO: 928167-47-9 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""637-87-6"", ""870-46-2""]","[""928167-47-9""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870512,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,73,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 766-96-1 + 3422-01-3 | PRO: 1863948-19-9 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""766-96-1"", ""3422-01-3""]","[""1863948-19-9""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870522,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,82,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 1214377-42-0 + 1547036-10-1 | PRO: 3038179-06-2 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""1214377-42-0"", ""1547036-10-1""]","[""3038179-06-2""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870525,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,92,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 2398-37-0 + 16502-01-5 | PRO: 3053056-08-6 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""2398-37-0"", ""16502-01-5""]","[""3053056-08-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870533,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,89,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 492-98-8 + 591-50-4 | PRO: 949898-21-9 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""492-98-8"", ""591-50-4""]","[""949898-21-9""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870536,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,90,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 126-81-8 + 10278-30-5 | PRO: 2999684-19-2 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""126-81-8"", ""10278-30-5""]","[""2999684-19-2""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870538,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,95,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 120-72-9 + 31462-54-1 | PRO: 221044-05-9 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""120-72-9"", ""31462-54-1""]","[""221044-05-9""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870571,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,89,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 98-01-1 + 15310-01-7 | PRO: 62820-49-9 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""98-01-1"", ""15310-01-7""]","[""62820-49-9""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870582,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,21.0,88,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 103-01-5 + 1947320-59-3 | PRO: 2484838-30-2 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""103-01-5"", ""1947320-59-3""]","[""2484838-30-2""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40870588,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""(1S"", ""2S)-N1"", ""N2-Dimethyl-1"", ""2-cyclohexanediamine""]","[""Potassium carbonate""]","[""BASE""]","[""1"", ""4-Dioxane""]",95.0,16.0,89,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/(1S+2-cyclohexanediamine+2S)-N1+N2-Dimethyl-1/Potassium carbonate/1+4-Dioxane,be61f06c,be61f06c,RCT: 109-77-3 + 10278-28-1 | PRO: 1638846-56-6 | RGT: 584-08-7 | CAT: 7681-65-4 + 87583-89-9 | SOL: 123-91-1,"[""109-77-3"", ""10278-28-1""]","[""1638846-56-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)"", ""Unresolved CAS 87583-89-9""]","[""1,4-Dioxane""]"
31-614-CAS-40887385,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1H-Benzotriazole""]","[""Potassium tert-butoxide; 24 h"", ""110 C""]","[""BASE"", ""UNK""]","[""Dimethyl sulfoxide""]",110.0,25.083,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1H-Benzotriazole/110 C+Potassium tert-butoxide; 24 h/Dimethyl sulfoxide,efe8be21,ad07b1dd,RCT: 461-96-1 + 1011711-52-6 | PRO: 3048634-20-1 | RGT: 865-47-4 | CAT: 95-14-7 + 7681-65-4 | SOL: 67-68-5,"[""461-96-1"", ""1011711-52-6""]","[""3048634-20-1""]","[""Potassium tert-butoxide (KOtBu)""]","[""Unresolved CAS 95-14-7"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40887387,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1H-Benzotriazole""]","[""Potassium tert-butoxide; 24 h"", ""110 C""]","[""BASE"", ""UNK""]","[""Dimethyl sulfoxide""]",110.0,25.083,80,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1H-Benzotriazole/110 C+Potassium tert-butoxide; 24 h/Dimethyl sulfoxide,efe8be21,ad07b1dd,RCT: 288-13-1 + 328-70-1 | PRO: 1326271-88-8 | RGT: 865-47-4 | CAT: 95-14-7 + 7681-65-4 | SOL: 67-68-5,"[""288-13-1"", ""328-70-1""]","[""1326271-88-8""]","[""Potassium tert-butoxide (KOtBu)""]","[""Unresolved CAS 95-14-7"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40887394,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1H-Benzotriazole""]","[""Potassium tert-butoxide; 24 h"", ""110 C""]","[""BASE"", ""UNK""]","[""Dimethyl sulfoxide""]",110.0,25.083,76,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1H-Benzotriazole/110 C+Potassium tert-butoxide; 24 h/Dimethyl sulfoxide,efe8be21,ad07b1dd,RCT: 36590-52-0 + 312534-71-7 | PRO: 3061589-11-2 | RGT: 865-47-4 | CAT: 95-14-7 + 7681-65-4 | SOL: 67-68-5,"[""36590-52-0"", ""312534-71-7""]","[""3061589-11-2""]","[""Potassium tert-butoxide (KOtBu)""]","[""Unresolved CAS 95-14-7"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40887396,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1H-Benzotriazole""]","[""Potassium tert-butoxide; 24 h"", ""110 C""]","[""BASE"", ""UNK""]","[""Dimethyl sulfoxide""]",110.0,25.083,85,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1H-Benzotriazole/110 C+Potassium tert-butoxide; 24 h/Dimethyl sulfoxide,efe8be21,ad07b1dd,RCT: 91-21-4 + 625-95-6 | PRO: 1057280-25-7 | RGT: 865-47-4 | CAT: 95-14-7 + 7681-65-4 | SOL: 67-68-5,"[""91-21-4"", ""625-95-6""]","[""1057280-25-7""]","[""Potassium tert-butoxide (KOtBu)""]","[""Unresolved CAS 95-14-7"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40887397,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""1H-Benzotriazole""]","[""Potassium tert-butoxide; 24 h"", ""110 C""]","[""BASE"", ""UNK""]","[""Dimethyl sulfoxide""]",110.0,28.083,75,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/1H-Benzotriazole/110 C+Potassium tert-butoxide; 24 h/Dimethyl sulfoxide,efe8be21,ad07b1dd,RCT: 420-04-2 + 15310-01-7 | PRO: 32000-62-7 | RGT: 865-47-4 | CAT: 95-14-7 + 7681-65-4 | SOL: 67-68-5,"[""420-04-2"", ""15310-01-7""]","[""32000-62-7""]","[""Potassium tert-butoxide (KOtBu)""]","[""Unresolved CAS 95-14-7"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40921728,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethylformamide""]",100.0,24.0,73,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Cesium carbonate/Dimethylformamide,21a760ad,21a760ad,RCT: 288-13-1 + 696-62-8 | PRO: 35715-67-4 | RGT: 534-17-8 | CAT: 1317-39-1 | SOL: 68-12-2,"[""288-13-1"", ""696-62-8""]","[""35715-67-4""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) oxide (Cu2O)""]","[""DMF""]"
31-614-CAS-40948405,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""L-Hydroxyproline""]","[""Tripotassium phosphate""]","[""UNK""]","[""Dimethyl sulfoxide""]",60.0,48.0,71,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/L-Hydroxyproline/Tripotassium phosphate/Dimethyl sulfoxide,59f088f7,59f088f7,RCT: 3058-39-7 + 5382-16-1 + 124-63-0 | PRO: 303977-17-5 | RGT: 7778-53-2 | CAT: 51-35-4 + 7681-65-4 | SOL: 67-68-5,"[""3058-39-7"", ""5382-16-1"", ""124-63-0""]","[""303977-17-5""]","[""Tripotassium phosphate (K3PO4)""]","[""Unresolved CAS 51-35-4"", ""Copper(I) iodide (CuI)""]","[""DMSO""]"
31-614-CAS-40981145,Ullmann,"[""Copper oxide (Cu2O)""]","[""Cu""]","[""none""]","[""Cesium carbonate""]","[""BASE""]","[""Dimethyl sulfoxide""]",120.0,32.0,74,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Cesium carbonate/Dimethyl sulfoxide,1cc8314d,1cc8314d,RCT: 97329-43-6 + 132995-76-7 | PRO: 3047760-76-6 | RGT: 534-17-8 | CAT: 1317-39-1 | SOL: 67-68-5,"[""97329-43-6"", ""132995-76-7""]","[""3047760-76-6""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) oxide (Cu2O)""]","[""DMSO""]"
31-614-CAS-41061404,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",25.0,0.667,87,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate/Dimethylformamide,efcb744b,efcb744b,RCT: 104-92-7 + 111-92-2 | PRO: 82749-62-0 | RGT: 584-08-7 | CAT: 7681-65-4 | SOL: 68-12-2,"[""104-92-7"", ""111-92-2""]","[""82749-62-0""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41061406,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Dimethylformamide""]",25.0,1.167,89,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate/Dimethylformamide,efcb744b,efcb744b,RCT: 620-71-3 + 645-00-1 | PRO: 3028463-37-5 | RGT: 584-08-7 | CAT: 7681-65-4 | SOL: 68-12-2,"[""620-71-3"", ""645-00-1""]","[""3028463-37-5""]","[""Potassium carbonate (K2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-41090748,Ullmann,"[""Copper sulfate""]","[""Cu""]","[""1"", ""10-Phenanthroline""]","[""Potassium carbonate""]","[""BASE""]","[""Toluene""]",80.0,72.0,73,,,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/1+10-Phenanthroline/Potassium carbonate/Toluene,67b66d39,67b66d39,RCT: 591-50-4 + 3189-13-7 | PRO: 487058-34-4 | RGT: 584-08-7 | CAT: 66-71-7 + 7758-98-7 | SOL: 108-88-3,"[""591-50-4"", ""3189-13-7""]","[""487058-34-4""]","[""Potassium carbonate (K2CO3)""]","[""1,10-Phenanthroline"", ""Copper(II) sulfate (CuSO4)""]","[""Toluene""]"
