ReactionID,ReactionType,CatalystCoreDetail,CatalystCoreGeneric,Ligand,FullCatalyticSystem,Reagent,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RawData,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-39327172,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""148893-10-1|148893-10-1"", ""Diisopropylethylamine|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|""]","[""BASE""]","[""Dimethylformamide|68-12-2""]",25.0,14.0,91,NCC(F)(F)F . O=C(O)c1cc(Br)ccn1,O=C(NCC(F)(F)F)c1cc(Br)ccn1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/148893-10-1|148893-10-1+7087-68-5|7087-68-5+Diisopropylethylamine|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|/Dimethylformamide|68-12-2,,,RCT: 585-70-6 + 753-90-2 | PRO: 1250040-96-0 | RGT: 7087-68-5 + 148893-10-1 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39327172"", ""1.1"", ""Reagents: Diisopropylethylamine, O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate"", ""Solvents: Dimethylformamide; 14 h, rt"", ""45. Scheme 45 (1 Reaction)"", ""Development of potent and selective ULK1/2 inhibitors based on 7-azaindole scaffold with favorable in vivo properties"", ""By: Morozova, Alisa; et al"", ""European Journal of Medicinal Chemistry (2024), 266, 116101."", ""10.1016/j.ejmech.2023.116101"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""585-70-6"", ""753-90-2""], ""pro_cas"": [""1250040-96-0""], ""rgt_cas"": [""7087-68-5"", ""148893-10-1""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""585-70-6"", ""753-90-2""]","[""1250040-96-0""]","[""7087-68-5"", ""148893-10-1""]",[],"[""68-12-2""]"
31-614-CAS-39410607,Other,"[""Dimethylformamide|68-12-2""]",[],[],"[""Dimethylformamide|68-12-2""]","[""Oxalyl chloride|79-37-8""]","[""UNK""]","[""Tetrahydrofuran|109-99-9"", ""Ethanol|64-17-5""]",0.0,19.0,88,CC(C)c1n[nH]c(C(=O)O)c1[N+](=O)[O-] . CN,CNC(=O)c1[nH]nc(C(C)C)c1[N+](=O)[O-],"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/Oxalyl chloride|79-37-8/Ethanol|64-17-5+Tetrahydrofuran|109-99-9,,,RCT: 586-89-0 + 17994-94-4 | PRO: 2718890-11-8 | RGT: 79-37-8 | CAT: 68-12-2 | SOL: 109-99-9 + 64-17-5,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Oxalyl chloride""], ""catalysts"": [""Dimethylformamide""], ""solvents"": [""Tetrahydrofuran"", ""Ethanol""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39410607"", ""1.1"", ""Reagents: Oxalyl chloride"", ""Catalysts: Dimethylformamide"", ""Solvents: Tetrahydrofuran; 0 °C; 1 h, 0 °C; 0 °C → rt"", ""1.2"", ""Solvents: Ethanol; 0 °C; 18 h, rt"", ""52. Scheme 52 (1 Reaction)"", ""HDAC-Bax Multiple Ligands Enhance Bax-Dependent Apoptosis in HeLa Cells"", ""By: Liang, Tao; et al"", ""Journal of Medicinal Chemistry (2020), 63(20), 12083-12099."", ""10.1021/acs.jmedchem.0c01454"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""586-89-0"", ""17994-94-4""], ""pro_cas"": [""2718890-11-8""], ""rgt_cas"": [""79-37-8""], ""cat_cas"": [""68-12-2""], ""sol_cas"": [""109-99-9"", ""64-17-5""], ""notes"": []}}","[""586-89-0"", ""17994-94-4""]","[""2718890-11-8""]","[""79-37-8""]","[""68-12-2""]","[""109-99-9"", ""64-17-5""]"
31-614-CAS-39485373,Other,[],[],[],[],"[""121-44-8|121-44-8"", ""148893-10-1|148893-10-1"", ""144-55-8|144-55-8"", ""10043-52-4|10043-52-4"", ""Triethylamine|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|"", ""Sodium bicarbonate|"", ""Calcium chloride|""]","[""BASE""]","[""Dimethylformamide|68-12-2"", ""Water|7732-18-5""]",25.0,48.5,100,COC(=O)[C@@H](N)CC(C)C.Cl . O=C(N[C@@H](Cc1ccc(F)cc1)C(=O)O)OCc1ccccc1,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)OCc1ccccc1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/10043-52-4|10043-52-4+121-44-8|121-44-8+144-55-8|144-55-8+148893-10-1|148893-10-1+Calcium chloride|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|+Sodium bicarbonate|+Triethylamine|/Dimethylformamide|68-12-2+Water|7732-18-5,,,RCT: 203302-97-0 + 3033385-15-5 | PRO: 3033385-17-7 | RGT: 121-44-8 + 148893-10-1 + 144-55-8 + 10043-52-4 | SOL: 68-12-2 + 7732-18-5,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Triethylamine"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate"", ""Sodium bicarbonate"", ""Calcium chloride""], ""catalysts"": [], ""solvents"": [""Dimethylformamide"", ""Water""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39485373"", ""1.1"", ""Reagents: Triethylamine, O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate"", ""Solvents: Dimethylformamide; 2 d, rt"", ""1.2"", ""Reagents: Sodium bicarbonate, Calcium chloride"", ""Solvents: Water; 30 min, rt"", ""447. Scheme 447 (1 Reaction)"", ""Insight from Linker Investigations: Discovery of a Novel Phenylbenzothiazole Necroptosis Inhibitor Targeting Receptor-Interacting Protein Kinase 1 (RIPK1) from a Phenoxybenzothiazole Compound with Dual RIPK1/3 Targeting Activity"", ""By: Fang, Jing-jie; et al"", ""Journal of Medicinal Chemistry (2023), 66(22), 15288-15308."", ""10.1021/acs.jmedchem.3c01351"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""203302-97-0"", ""3033385-15-5""], ""pro_cas"": [""3033385-17-7""], ""rgt_cas"": [""121-44-8"", ""148893-10-1"", ""144-55-8"", ""10043-52-4""], ""cat_cas"": [], ""sol_cas"": [""68-12-2"", ""7732-18-5""], ""notes"": []}}","[""203302-97-0"", ""3033385-15-5""]","[""3033385-17-7""]","[""121-44-8"", ""148893-10-1"", ""144-55-8"", ""10043-52-4""]",[],"[""68-12-2"", ""7732-18-5""]"
31-614-CAS-39561294,Other,[],[],[],[],"[""Dicyclohexylcarbodiimide|538-75-0"", ""1-Hydroxybenzotriazole|2592-95-2""]","[""UNK""]","[""Dichloromethane|75-09-2""]",25.0,12.75,91,CC(C)(C)OC(=O)NC(CCCCN)C(=O)O . [N-]=[N+]=Nc1ccc(N)cc1,[N-]=[N+]=Nc1ccc(NC(=O)[C@@H](N)CCCCN)cc1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/1-Hydroxybenzotriazole|2592-95-2+Dicyclohexylcarbodiimide|538-75-0/Dichloromethane|75-09-2,,,RCT: 74-89-5 + 1447226-47-2 | PRO: 2808391-84-4 | RGT: 538-75-0 + 2592-95-2 | SOL: 75-09-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Dicyclohexylcarbodiimide"", ""1-Hydroxybenzotriazole""], ""catalysts"": [], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39561294"", ""1.1"", ""Reagents: Dicyclohexylcarbodiimide, 1-Hydroxybenzotriazole"", ""Solvents: Dichloromethane; 45 min, rt"", ""1.2"", ""Solvents: Dichloromethane; rt; 12 h, rt"", ""43. Scheme 43 (1 Reaction)"", ""Discovery of BLU-945, a Reversible, Potent, and Wild-Type-Sparing Next-Generation EGFR Mutant Inhibitor for Treatment-Resistant Non-Small-Cell Lung Cancer"", ""By: Eno, Meredith S.; et al"", ""Journal of Medicinal Chemistry (2022), 65(14), 9662-9677."", ""10.1021/acs.jmedchem.2c00704"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""74-89-5"", ""1447226-47-2""], ""pro_cas"": [""2808391-84-4""], ""rgt_cas"": [""538-75-0"", ""2592-95-2""], ""cat_cas"": [], ""sol_cas"": [""75-09-2""], ""notes"": []}}","[""74-89-5"", ""1447226-47-2""]","[""2808391-84-4""]","[""538-75-0"", ""2592-95-2""]",[],"[""75-09-2""]"
31-614-CAS-39627218,Other,[],[],[],[],"[""1-Hydroxybenzotriazole|2592-95-2"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8"", ""Triethylamine|121-44-8""]","[""BASE""]","[""Dichloromethane|75-09-2""]",25.0,24.5,80,O=C(O)c1ccccc1Nc1ccccc1 . COc1ccc(CN)cc1,COc1ccc(CNC(=O)c2ccccc2Nc2ccccc2)cc1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2+Triethylamine|121-44-8/Dichloromethane|75-09-2,,,RCT: 88-13-1 + 3182-93-2 | PRO: 3054992-07-0 | RGT: 2592-95-2 + 25952-53-8 + 121-44-8 | SOL: 75-09-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""1-Hydroxybenzotriazole"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Triethylamine""], ""catalysts"": [], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39627218"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dichloromethane; 0.5 h, rt"", ""1.2"", ""Reagents: Triethylamine; 24 h, rt"", ""158. Scheme 158 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown,"", ""Rotation (-)"", ""Subnanomolar Cathepsin S Inhibitors with High Selectivity: Optimizing Covalent Reversible α-Fluorovinylsulfones and α-Sulfonates as Potential Immunomodulators in Cancer"", ""By: Fuchs, Natalie; et al"", ""ChemMedChem (2023), 18(15), e202300160."", ""10.1002/cmdc.202300160"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""88-13-1"", ""3182-93-2""], ""pro_cas"": [""3054992-07-0""], ""rgt_cas"": [""2592-95-2"", ""25952-53-8"", ""121-44-8""], ""cat_cas"": [], ""sol_cas"": [""75-09-2""], ""notes"": []}}","[""88-13-1"", ""3182-93-2""]","[""3054992-07-0""]","[""2592-95-2"", ""25952-53-8"", ""121-44-8""]",[],"[""75-09-2""]"
31-614-CAS-39628847,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""148893-10-1|148893-10-1"", ""Diisopropylethylamine|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|""]","[""BASE""]","[""Dimethylformamide|68-12-2""]",0.0,2.0,85,CC(C)(C)N . CC(C)(C)OC(=O)N[C@@H](CC(=O)O)C(=O)OCc1ccccc1,CC(C)(C)NC(=O)C[C@H](NC(=O)OC(C)(C)C)C(=O)OCc1ccccc1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/148893-10-1|148893-10-1+7087-68-5|7087-68-5+Diisopropylethylamine|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|/Dimethylformamide|68-12-2,,,RCT: 3405-77-4 + 2387522-87-2 | PRO: 2760538-87-0 | RGT: 7087-68-5 + 148893-10-1 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39628847"", ""1.1"", ""Reagents: Diisopropylethylamine, O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate"", ""Solvents: Dimethylformamide; 0 °C; 0 °C → rt; 2 h, rt"", ""280. Scheme 280 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Discovery of novel tripeptide propylene oxide proteasome inhibitors for the treatment of multiple myeloma"", ""By: Zhang, Wen; et al"", ""Bioorganic & Medicinal Chemistry (2021), 40, 116182."", ""10.1016/j.bmc.2021.116182"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""3405-77-4"", ""2387522-87-2""], ""pro_cas"": [""2760538-87-0""], ""rgt_cas"": [""7087-68-5"", ""148893-10-1""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""3405-77-4"", ""2387522-87-2""]","[""2760538-87-0""]","[""7087-68-5"", ""148893-10-1""]",[],"[""68-12-2""]"
31-614-CAS-39636683,Other,[],[],[],[],"[""Triethylamine|121-44-8"", ""Propylphosphonic anhydride|68957-94-8""]","[""BASE""]","[""2-Methyltetrahydrofuran|96-47-9"", ""Pyridine|110-86-1""]",40.0,14.0,81,COc1cc(N)ccn1 . O=C(O)c1ccc(C(F)(F)F)cc1F,COc1cc(NC(=O)c2ccc(C(F)(F)F)cc2F)ccn1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/Propylphosphonic anhydride|68957-94-8+Triethylamine|121-44-8/2-Methyltetrahydrofuran|96-47-9+Pyridine|110-86-1,,,RCT: 3303-84-2 + 7210-76-6 | PRO: 2864201-16-9 | RGT: 121-44-8 + 68957-94-8 | SOL: 96-47-9 + 110-86-1,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Triethylamine"", ""Propylphosphonic anhydride""], ""catalysts"": [], ""solvents"": [""2-Methyltetrahydrofuran"", ""Pyridine""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39636683"", ""1.1"", ""Reagents: Triethylamine, Propylphosphonic anhydride"", ""Solvents: 2-Methyltetrahydrofuran, Pyridine; 14 h, 40 °C"", ""278. Scheme 278 (1 Reaction)"", ""Discovery of 2-(3-Benzamidopropanamido)thiazole-5-carboxylate Inhibitors of the Kinesin HSET (KIFC1) and the Development of Cellular Target Engagement Probes"", ""By: Saint-Dizier, Francois; et al"", ""Journal of Medicinal Chemistry (2023), 66(4), 2622-2645."", ""10.1021/acs.jmedchem.2c01591"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""3303-84-2"", ""7210-76-6""], ""pro_cas"": [""2864201-16-9""], ""rgt_cas"": [""121-44-8"", ""68957-94-8""], ""cat_cas"": [], ""sol_cas"": [""96-47-9"", ""110-86-1""], ""notes"": []}}","[""3303-84-2"", ""7210-76-6""]","[""2864201-16-9""]","[""121-44-8"", ""68957-94-8""]",[],"[""96-47-9"", ""110-86-1""]"
31-614-CAS-39636949,Other,[],[],[],[],"[""121-44-8|121-44-8"", ""94790-37-1|94790-37-1"", ""Triethylamine|""]","[""BASE""]","[""Dimethylformamide|68-12-2""]",25.0,7.5,80,COC(=O)CCCCCCC(=O)O . Nc1cc(C=O)ccc1O,COC(=O)CCCCCCC(=O)Nc1cc(C=O)ccc1O,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/121-44-8|121-44-8+94790-37-1|94790-37-1+Triethylamine|/Dimethylformamide|68-12-2,,,RCT: 780750-43-8 + 3731-52-0 | PRO: 2984600-54-4 | RGT: 121-44-8 + 94790-37-1 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Triethylamine""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39636949"", ""1.1"", ""Reagents: Triethylamine, 1-[Bis(dimethylamino)methylene]-1H-benzotriazolium hexafluorophosphate(1-) 3-oxide"", ""Solvents: Dimethylformamide; 30 min, rt"", ""1.2"", ""6 h, rt"", ""130. Scheme 130 (1 Reaction)"", ""Analysis of Structure-Activity Relationships of Novel Inhibitors of the Macrophage Infectivity Potentiator (Mip) Proteins of Neisseria meningitidis, Neisseria gonorrhoeae, and Burkholderia pseudomallei"", ""By: Scheuplein, Nicolas J.; et al"", ""Journal of Medicinal Chemistry (2023), 66(13), 8876-8895."", ""10.1021/acs.jmedchem.3c00458"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""780750-43-8"", ""3731-52-0""], ""pro_cas"": [""2984600-54-4""], ""rgt_cas"": [""121-44-8"", ""94790-37-1""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""780750-43-8"", ""3731-52-0""]","[""2984600-54-4""]","[""121-44-8"", ""94790-37-1""]",[],"[""68-12-2""]"
31-614-CAS-39656177,Other,"[""4-(Dimethylamino)pyridine|1122-58-3""]",[],[],"[""4-(Dimethylamino)pyridine|1122-58-3""]","[""Diisopropylethylamine|7087-68-5"", ""PyBOP|128625-52-5""]","[""BASE""]","[""Dimethylformamide|68-12-2""]",25.0,16.0,83,O=C(O)C1CC1 . COC(=O)[C@H](Cc1ccc(N)cc1)NC(=O)OC(C)(C)C,COC(=O)[C@H](Cc1ccc(NC(=O)C2CC2)cc1)NC(=O)OC(C)(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/Diisopropylethylamine|7087-68-5+PyBOP|128625-52-5/Dimethylformamide|68-12-2,,,RCT: 20265-39-8 + 115029-24-8 | PRO: 1620847-67-7 | RGT: 7087-68-5 + 128625-52-5 | CAT: 1122-58-3 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""PyBOP""], ""catalysts"": [""4-(Dimethylamino)pyridine""], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39656177"", ""1.1"", ""Reagents: Diisopropylethylamine, PyBOP"", ""Catalysts: 4-(Dimethylamino)pyridine"", ""Solvents: Dimethylformamide; rt; overnight, rt"", ""277. Scheme 277 (1 Reaction)"", ""Discovery of a novel series of pyridone amides as NaV1.8 inhibitors"", ""By: Wang, Yanfang; et al"", ""Bioorganic & Medicinal Chemistry Letters (2024), 101, 129655."", ""10.1016/j.bmcl.2024.129655"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""20265-39-8"", ""115029-24-8""], ""pro_cas"": [""1620847-67-7""], ""rgt_cas"": [""7087-68-5"", ""128625-52-5""], ""cat_cas"": [""1122-58-3""], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""20265-39-8"", ""115029-24-8""]","[""1620847-67-7""]","[""7087-68-5"", ""128625-52-5""]","[""1122-58-3""]","[""68-12-2""]"
31-614-CAS-39721304,Other,[],[],[],[],"[""1-Hydroxybenzotriazole|2592-95-2"", ""Diisopropylethylamine|7087-68-5"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8""]","[""BASE""]","[""Dichloromethane|75-09-2""]",25.0,16.0,85,COC(=O)[C@@H](N)CC(C)C . O=C(N[C@@H](Cc1cccc2ccccc12)C(=O)O)OCc1ccccc1,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2+Diisopropylethylamine|7087-68-5/Dichloromethane|75-09-2,,,RCT: 50413-30-4 + 2913152-05-1 | PRO: 2913152-09-5 | RGT: 2592-95-2 + 7087-68-5 + 25952-53-8 | SOL: 75-09-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""1-Hydroxybenzotriazole"", ""Diisopropylethylamine"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride""], ""catalysts"": [], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-39721304"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, Diisopropylethylamine, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dichloromethane; overnight, rt"", ""468. Scheme 468 (1 Reaction)"", ""Design, Synthesis, and Biological Evaluation of Bipyridazine Derivatives as Stimulator of Interferon Genes (STING) Receptor Agonists"", ""By: Shan, Bin; et al"", ""Journal of Medicinal Chemistry (2023), 66(5), 3327-3347."", ""10.1021/acs.jmedchem.2c01714"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""50413-30-4"", ""2913152-05-1""], ""pro_cas"": [""2913152-09-5""], ""rgt_cas"": [""2592-95-2"", ""7087-68-5"", ""25952-53-8""], ""cat_cas"": [], ""sol_cas"": [""75-09-2""], ""notes"": []}}","[""50413-30-4"", ""2913152-05-1""]","[""2913152-09-5""]","[""2592-95-2"", ""7087-68-5"", ""25952-53-8""]",[],"[""75-09-2""]"
